agentschap-wegen-en-verkeer,79689f1a-5310-4a12-aea7-7af15235e4b9
antwerp-tax-n-v,fbd2d15f-53a9-4b81-9095-0d2729f1bde0
fchju,023c96a5-7f7f-4a2d-946b-8073e6027851
h2mobility,96768dd7-5399-4790-ae7d-6a6661a3f9b4
belgian-its-steering-committee-comite-belge-de-pilotage-sti-belgisch-its-stuurgroep-belgischer-its-lenkungsausschuss,fc16f6dd-4007-4651-b3de-a235f8b058d3
mpact,be672efa-6395-47d9-8cc0-bef45dbfb99d
agentschap-wegen-en-verkeer,79689f1a-5310-4a12-aea7-7af15235e4b9
